供应商,供货商来货品名,图片, 单价（含采购运费） ,雷阳品名规格,"编码代码
（大类）","编码代码
（小类）",末位流水编号,雷阳货号,成本价（含打包费用及发货运费等）,子件货号,,最新采购价格日期
阳江市长华工贸有限公司,硅胶食物夹一体全包防滑耐高温烧烤夹厨房食品夹户外烤肉夹面包夹 尺寸: 大号带支架食物夹【粉色】,#NAME?, 3.88 ,烧烤夹大号粉色,CJ,02,0008,CJ020008,4.35,,,
阳江市长华工贸有限公司,硅胶食物夹一体全包防滑耐高温烧烤夹厨房食品夹户外烤肉夹面包夹 尺寸: 大号带支架食物夹【绿色】,#NAME?, 3.88 ,烧烤夹大号绿色,CJ,02,0009,CJ020009,4.35,,,
阳江市阳东区新汇塑金制品厂,日本厨房防烫夹子 加厚硅胶烘培耐高温微波炉烤箱隔热手套夹碗器 规格: 橙色隔热夹,#NAME?, 1.82 ,隔热手套8.5*11CM橙色,CJ,02,0010,CJ020010,2.04,,,
阳江市阳东区新汇塑金制品厂,日本厨房防烫夹子 加厚硅胶烘培耐高温微波炉烤箱隔热手套夹碗器 规格: 紫色隔热夹,#NAME?, 1.82 ,隔热手套8.5*11CM紫色,CJ,02,0011,CJ020011,2.04,,,
阳江市阳东区新汇塑金制品厂,日本厨房防烫夹子 加厚硅胶烘培耐高温微波炉烤箱隔热手套夹碗器 规格: 玛卡蓝,#NAME?, 1.82 ,隔热手套8.5*11CM马卡蓝,CJ,02,0012,CJ020012,2.04,,,
阳江市阳东区新汇塑金制品厂,日本厨房防烫夹子 加厚硅胶烘培耐高温微波炉烤箱隔热手套夹碗器 规格: 绿色隔热夹,#NAME?, 1.82 ,隔热手套8.5*11CM绿色,CJ,02,0013,CJ020013,2.04,,,
阳江市阳东区新汇塑金制品厂,日本厨房防烫夹子 加厚硅胶烘培耐高温微波炉烤箱隔热手套夹碗器 规格: 黑色隔热夹,#NAME?, 1.82 ,隔热手套8.5*11CM黑色,CJ,02,0014,CJ020014,2.04,,,
阳江市阳东区新汇塑金制品厂,日本厨房防烫夹子 加厚硅胶烘培耐高温微波炉烤箱隔热手套夹碗器 规格: 黄色隔热夹,#NAME?, 1.82 ,隔热手套8.5*11CM黄色,CJ,02,0015,CJ020015,2.04,,,
阳江市阳东区新汇塑金制品厂,日本厨房防烫夹子 加厚硅胶烘培耐高温微波炉烤箱隔热手套夹碗器 规格: 蓝色隔热夹,#NAME?, 1.82 ,隔热手套8.5*11CM天蓝色,CJ,02,0016,CJ020016,2.04,,,
阳江市阳东区新汇塑金制品厂,日本厨房防烫夹子 加厚硅胶烘培耐高温微波炉烤箱隔热手套夹碗器 规格: 红色隔热夹,#NAME?, 1.82 ,隔热手套8.5*11CM红色,CJ,02,0017,CJ020017,2.04,,,
阳江市阳东区新汇塑金制品厂,日本厨房防烫夹子 加厚硅胶烘培耐高温微波炉烤箱隔热手套夹碗器 规格: 粉色隔热夹,#NAME?, 1.82 ,隔热手套8.5*11CM粉色,CJ,02,0031,CJ020031,2.04,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格: 红色,#NAME?, 2.93 ,烧烤夹29.5CM红色,CJ,02,0018,CJ020018,3.28,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格: 黑色,#NAME?, 2.93 ,烧烤夹29.5CM黑色,CJ,02,0019,CJ020019,3.28,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格: 米黄色,#NAME?, 2.93 ,烧烤夹29.5CM米白色,CJ,02,0020,CJ020020,3.28,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格: 浅灰色,#NAME?, 2.93 ,烧烤夹29.5CM灰色,CJ,02,0021,CJ020021,3.28,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格: 绿色,#NAME?, 2.93 ,烧烤夹29.5CM浅蓝色,CJ,02,0022,CJ020022,3.28,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格:,#NAME?, 5.86 ,烧烤夹套装2pc黑色,CJ,02,0027,CJ020027,6.56,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格:,#NAME?, 5.86 ,烧烤夹套装黑色+红色,CJ,02,0026,CJ020026,6.56,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格:,#NAME?, 5.86 ,烧烤夹套装黑色+灰色,CJ,02,0032,CJ020032,6.56,,,
,,#NAME?, 5.86 ,烧烤夹套装白色+绿色,CJ,02,0059,CJ020059,6.56,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格:,#NAME?, 5.86 ,烧烤夹套装黑色+白色,CJ,02,0028,CJ020028,6.56,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格:,#NAME?, 5.86 ,烧烤夹套装黑色+蓝色,CJ,02,0029,CJ020029,6.56,,,
阳江市听听塑胶制品有限公司,硅胶食物夹户外露营烧烤夹 一体全包食品夹 防烫防滑料理夹 现货 规格:,#NAME?, 14.65 ,烧烤夹套装5pcs 黑色+红色+灰色+白色+蓝色,CJ,02,0030,CJ020030,16.41,,,
揭阳市榕城区品通五金制品厂,304不锈钢速冻冰块冰粒盒装套装可循环用金属冰镇球冰威士忌啤酒 规格尺寸: 【冰夹子】（带硅胶头）,#NAME?, 1.56 ,304不锈钢冰块夹带头,CJ,02,0023,CJ020023,1.75,,,
揭阳市培嘉乐五金实业有限公司,304不锈钢冰块速冻冰粒金属冰粒夹创意威士忌不锈钢酒石可印logo 规格尺寸: 不锈钢冰夹,#NAME?, 1.46 ,304不锈钢冰块夹,CJ,02,0024,CJ020024,1.64,,,
好婺日用品有限公司,家用防烫锅柄隔热套把手防烫保护套铁锅铁铲耐高温橡胶套门把手套 规格: 大号 灰色透明袋装,#NAME?, 4.28 ,防烫锅柄隔热套把手灰色,CJ,02,0025,CJ020025,4.79,,,
雷阳,,#NAME?, 4.80 ,雷阳T铲套装4pcs粉+黄+绿+紫,CJ,03,0001,CJ030001,5.34,,,
雷阳,,#NAME?, 4.80 ,雷阳T铲套装4pcs绿色,CJ,03,0002,CJ030002,5.34,,,
雷阳,,#NAME?, 4.80 ,雷阳T铲套装4pcs粉色,CJ,03,0003,CJ030003,5.34,,,
雷阳,,#NAME?, 4.80 ,雷阳T铲套装4pcs紫色,CJ,03,0004,CJ030004,5.34,,,
雷阳,,#NAME?, 4.80 ,雷阳T铲套装4pcs黄色,CJ,03,0005,CJ030005,5.34,,,
阳江市嘉鸿工贸有限公司,厂家现货一体半透硅胶刮刀 烘焙刮刀蛋糕抹刀 奶油刮拌刀烘焙工具 规格: 小号半透刮刀(蓝色）,#NAME?, 1.00 ,小号半透硅胶刮刀蓝色,CJ,03,0006,CJ030006,1.12,,,
阳江乐丰工贸有限公司,厂家现货一体半透硅胶刮刀 烘焙刮刀蛋糕抹刀 奶油刮拌刀烘焙工具 规格: 小号半透刮刀(绿色）,#NAME?, 1.00 ,小号半透硅胶刮刀绿色,CJ,03,0007,CJ030007,1.12,,,
阳江市嘉鸿工贸有限公司,厂家现货一体半透硅胶刮刀 烘焙刮刀蛋糕抹刀 奶油刮拌刀烘焙工具 规格: 小号半透刮刀(橙色）,#NAME?, 1.00 ,小号半透硅胶刮刀粉色,CJ,03,0008,CJ030008,1.12,,,
阳江市江城区华汇日用品厂,,#NAME?, 4.70 ,雷阳抹刀长头款32.5CM粉色,CJ,03,0009,CJ030009,5.24,,,
阳江市江城区华汇日用品厂,,#NAME?, 4.70 ,雷阳抹刀长头款32.5CM紫色,CJ,03,0010,CJ030010,5.24,,,
阳江市江城区华汇日用品厂,,#NAME?, 4.70 ,雷阳抹刀长头款32.5CM黄色,CJ,03,0011,CJ030011,5.24,,,
阳江市江城区华汇日用品厂,,#NAME?, 4.70 ,雷阳抹刀长头款32.5CM玫红色,CJ,03,0012,CJ030012,5.24,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 18.80 ,雷阳抹刀长头款32.5CM 四件 玫红色 4pcs,T4-CJ,03,0012,T4-CJ030012,21.056,"CJ030009,CJ030010,
CJ030011,CJ030012",已录入ERP,11月8日
阳江市江城区华汇日用品厂,一体式硅胶刮刀烘培蛋糕奶油硅胶抹刀家用沙拉果酱搅拌刀 规格: 短头款半透红色,#NAME?, 5.50 ,抹刀短头款32.5CM半透红色,CJ,03,0013,CJ030013,6.16,,,
阳江市振朗硅胶制品有限公司,硅胶刮刀小号半透明一体式硅胶刮刀奶油刮刀蛋糕抹刀烘焙工具现货 规格: 红色,#NAME?, 1.25 ,抹刀小号21CM半透明红色,CJ,03,0014,CJ030014,1.4,货号重复,,
阳江市阳东区钜盛工贸有限公司,轩隽大小号一体硅胶长抹刀马卡龙色奶油抹平刀长刮刀食品级易洗 规格: 小号蓝色（32克封口袋子）,#NAME?, 0.80 ,抹刀20.7CM蓝色,CJ,03,0015,CJ030015,0.9,,,
阳江市江城区锦知塑料制品厂,"厨房大号硅胶刮刀软边 搅拌抹刀奶油牛油耐高温加厚蛋糕烘培工具 [快照]
规格: 款式二（宽面）  颜色: 粉红色",#NAME?, 4.75 ,大短刮刀34CM粉色,CJ,03,0016,CJ030016,5.32,,,
阳江市江城区锦知塑料制品厂,"厨房大号硅胶刮刀软边 搅拌抹刀奶油牛油耐高温加厚蛋糕烘培工具 [快照]
规格: 款式二（宽面）  颜色: 紫色",#NAME?, 4.75 ,大短刮刀34CM紫色,CJ,03,0017,CJ030017,5.32,,,
阳江市江城区锦知塑料制品厂,"厨房大号硅胶刮刀软边 搅拌抹刀奶油牛油耐高温加厚蛋糕烘培工具 [快照]
规格: 款式二（宽面）  颜色: 黄色",#NAME?, 4.75 ,大短刮刀34CM黄色,CJ,03,0018,CJ030018,5.32,,,
阳江市江城区锦知塑料制品厂,"厨房大号硅胶刮刀软边 搅拌抹刀奶油牛油耐高温加厚蛋糕烘培工具 [快照]
规格: 款式二（宽面）  颜色: 玫红色",#NAME?, 4.75 ,大短刮刀34CM玫红色,CJ,03,0019,CJ030019,5.32,,,
深圳市雷阳硅胶制品有限公司,大短刮刀34CM  4pcs,#NAME?, 19.00 ,大短刮刀34CM玫红色  4pcs,CJ,03,0019,T4-CJ030019,21.28,CJ030019,已录入ERP,11月6日
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.00 ,雷阳抹刀24CM橙色,CJ,03,0020,CJ030020,1.35,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.00 ,雷阳抹刀24CM黑色,CJ,03,0021,CJ030021,1.35,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.00 ,雷阳抹刀24CM绿色,CJ,03,0022,CJ030022,1.35,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.00 ,雷阳抹刀24CM黄色,CJ,03,0023,CJ030023,1.35,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.00 ,雷阳抹刀24CM蓝色,CJ,03,0024,CJ030024,1.35,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.00 ,雷阳抹刀24CM红色,CJ,03,0025,CJ030025,1.35,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.20 ,雷阳T铲北欧黄,CJ,03,0026,CJ030026,1.56,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.20 ,雷阳T铲北欧紫,CJ,03,0027,CJ030027,1.56,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.20 ,雷阳T铲北欧绿,CJ,03,0028,CJ030028,1.56,,,
深圳市雷阳硅胶制品有限公司,,#NAME?, 1.20 ,雷阳T铲北欧粉,CJ,03,0029,CJ030029,1.56,,,
东莞市中创模具有限公司,跨境正方形空气炸锅Air fryer silicone pot 食品级炸锅硅胶垫硅 规格: 灰色,#NAME?, 12.65 ,空气炸锅垫灰色,CJ,04,0001,CJ040001,14.17,,,
东莞市中创模具有限公司,跨境正方形空气炸锅Air fryer silicone pot 食品级炸锅硅胶垫硅 ,#NAME?, 18.41 ,空气炸锅垫灰色+防烫夹1对,CJ,04,0019,CJ040019,20.62,,,
阳江市爱尚工贸有限公司,新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 规格: 大号（20cm)(3-5L炸锅用 颜色: 浅紫色,#NAME?, 4.68 ,空气炸锅垫小号20cm浅紫色,CJ,04,0002,CJ040002,5.24,,,
阳江市爱尚工贸有限公司,新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 规格: 加大号（23cm)（5-7L炸锅用 颜色: 浅紫色,#NAME?, 5.78 ,空气炸锅垫大号23cm浅紫色,CJ,04,0003,CJ040003,6.47,,,
阳江市爱尚工贸有限公司,新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 规格: 大号（20cm)(3-5L炸锅用 颜色: 墨绿色,#NAME?, 4.68 ,空气炸锅垫小号20cm墨绿色,CJ,04,0004,CJ040004,5.24,,,
阳江市爱尚工贸有限公司,"
新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 ",#NAME?, 0.28 ,空气炸锅垫大号23cm墨绿色,CJ,04,0018,CJ040018,0.31,,,
阳江市爱尚工贸有限公司,新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 规格: 加大号（23cm)（5-7L炸锅用 颜色: 清新绿,#NAME?, 5.78 ,空气炸锅垫大号23cm清新绿,CJ,04,0005,CJ040005,6.47,,,
阳江市爱尚工贸有限公司,新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 规格: 大号（20cm)(3-5L炸锅用 颜色: 清新绿,#NAME?, 4.68 ,空气炸锅垫小号20cm清新绿,CJ,04,0006,CJ040006,5.24,,,
阳江市爱尚工贸有限公司,新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 [快照],#NAME?, 5.78 ,空气炸锅垫大号23cm红色,CJ,04,0014,CJ040014,6.47,,,
阳江市爱尚工贸有限公司,新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 [快照],#NAME?, 4.68 ,空气炸锅垫小号20cm红色,CJ,04,0015,CJ040015,5.24,,,
阳江市爱尚工贸有限公司,新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 [快照],#NAME?, 5.78 ,空气炸锅垫大号23cm米色,CJ,04,0016,CJ040016,6.47,,,
阳江市爱尚工贸有限公司,新款空气炸锅垫硅胶烤盘托盘多功能硅胶烧烤垫耐高温可重复使用 [快照],#NAME?, 4.68 ,空气炸锅垫小号20cm米色,CJ,04,0017,CJ040017,5.24,,,
,,#NAME?, 28.90 ,硅胶烤盘托盘大号 5pcs 红色+清新绿+米白色+墨绿色+浅紫色,T5-CJ,04,0014,T5-CJ040014,32.37,"CJ040003
CJ040018
CJ040005
CJ040014
CJ040016
",已录聚水潭,
阳江市江城区乐纯家居用品有限公司,工厂现货新款空气炸锅垫硅胶空气炸锅烤盘烤箱硅胶蛋糕模烘焙用具 规格: 花边烤盘（pp袋） 颜色: 艾绿,#NAME?, 4.07 ,空气炸锅垫双耳花边蓝色,CJ,04,0007,CJ040007,4.55,,,
阳江市江城区乐纯家居用品有限公司,工厂现货新款空气炸锅垫硅胶空气炸锅烤盘烤箱硅胶蛋糕模烘焙用具 规格: 花边烤盘（pp袋） 颜色: 灰色,#NAME?, 4.07 ,空气炸锅垫双耳花边灰色,CJ,04,0008,CJ040008,4.55,,,
阳江市江城区乐纯家居用品有限公司,工厂现货新款空气炸锅垫硅胶空气炸锅烤盘烤箱硅胶蛋糕模烘焙用具 规格: 花边烤盘（pp袋） 颜色: 浅粉,#NAME?, 4.07 ,空气炸锅垫双耳花边粉色,CJ,04,0009,CJ040009,4.55,,,
阳江市江城区乐纯家居用品有限公司,工厂现货新款空气炸锅垫硅胶空气炸锅烤盘烤箱硅胶蛋糕模烘焙用具 规格: 花边烤盘（pp袋） 颜色: 浅粉  2pcs,#NAME?, 8.14 ,空气炸锅垫双耳花边粉色  2pcs,T2-CJ,04,0009,T2-CJ040009,9.12,,已录入ERP,11月8日
东莞市猴狮马电子科技有限公司,跨境爆款空气炸锅硅胶烤盘耐高温可折叠易清洗圆形烘培硅胶烤盘垫 规格: 方形立体红色 21*16*5cm 55g,#NAME?, 1.96 ,空气炸锅垫方形21*16*5cm 55g红色,CJ,04,0010,CJ040010,2.2,,,
东莞市猴狮马电子科技有限公司,跨境爆款空气炸锅硅胶烤盘耐高温可折叠易清洗圆形烘培硅胶烤盘垫 规格: 方形立体浅蓝色 21*16*5cm 55g,#NAME?, 1.96 ,空气炸锅垫方形21*16*5cm 55g蓝色,CJ,04,0011,CJ040011,2.2,,,
东莞市优先电子科技有限公司,跨境爆款 空气炸锅 硅胶烤盘 圆形 烘焙烤盘家用空气炸锅硅胶垫子 规格: 圆形立体棕色24*19*6cm 110g,#NAME?, 4.10 ,空气炸锅垫圆形24*19*6cm棕色,CJ,04,0012,CJ040012,4.6,,,
中山市方圆硅橡胶制品有限公司,新款加厚加大空气炸锅硅胶烤蛋杯蒸蛋杯蒸蛋碗玛芬杯Egg  Ramekin 颜色: 黑色（3个装）,#NAME?, 6.29 ,空气炸锅盘9CM带耳3个装黑色,CJ,04,0013,CJ040013,7.04,,,
阳江市启凡工贸有限公司,亚马逊热销硅胶沥水垫隔热垫厨房餐垫杯子餐具晾干斜纹滤水垫现货 颜色: 小号米白色,#NAME?, 6.04 ,斜纹沥水垫小号米白色,CJ,05,0001,CJ050001,6.76,,,
阳江市启凡工贸有限公司,亚马逊热销硅胶沥水垫隔热垫厨房餐垫杯子餐具晾干斜纹滤水垫现货 颜色: 中号米白色,#NAME?, 7.47 ,斜纹沥水垫中号米白色,CJ,05,0002,CJ050002,8.37,,,
阳江市启凡工贸有限公司,亚马逊热销硅胶沥水垫隔热垫厨房餐垫杯子餐具晾干斜纹滤水垫现货 颜色: 中号灰色,#NAME?, 7.47 ,斜纹沥水垫中号灰色,CJ,05,0003,CJ050003,8.37,,,
阳江市启凡工贸有限公司,亚马逊热销硅胶沥水垫隔热垫厨房餐垫杯子餐具晾干斜纹滤水垫现货 颜色: 小号灰色,#NAME?, 6.04 ,斜纹沥水垫小号灰色,CJ,05,0004,CJ050004,6.76,,,
阳江市启凡工贸有限公司,亚马逊热销硅胶沥水垫隔热垫厨房餐垫杯子餐具晾干斜纹滤水垫现货 颜色: 大号灰色,#NAME?, 14.12 ,斜纹沥水垫大号灰色,CJ,05,0005,CJ050005,15.81,,,
东莞市婷峰硅胶有限公司,跨境热销防水水槽下垫34x22橱柜内衬保护垫硅胶沥水厨房碗碟托盘 颜色: 灰色 规格: 864mm*558mm（34 x 22 英寸）,#NAME?, 27.00 ,水槽下垫灰色 规格: 864*558（34 x 22 英寸）,CJ,05,0006,CJ050006,30.24,,,10月17日
东莞市婷峰硅胶有限公司,跨境热销防水水槽下垫34x22橱柜内衬保护垫硅胶沥水厨房碗碟托盘 颜色: 黑色 规格: 864mm*558mm（34 x 22 英寸）,#NAME?, 27.00 ,水槽下垫黑色 规格: 864*558（34 x 22 英寸）,CJ,05,0007,CJ050007,30.24,,,10月17日
宁波渡渡鸟工贸有限公司,碗碟沥水垫隔热垫可裁剪厨房洗手台面沥水碗碟水池灶台控水硅胶垫 颜色: 米白色,#NAME?, 8.06 ,沥水垫39*25CM米白色,CJ,05,0008,CJ050008,9.03,,,
阳江市诺品工贸有限公司,硅胶厨房沥水碗架蔬果水槽滤水垫子置物干燥收纳垫隔热餐垫锅盘垫 层数（规格）: 圆点加圆弧垫（30*25cm）,#NAME?, 7.80 ,沥水垫圆点加圆弧30*25CM灰色,CJ,05,0009,CJ050009,8.74,,,
阳江市诺品工贸有限公司,硅胶厨房沥水碗架蔬果水槽滤水垫子置物干燥收纳垫隔热餐垫锅盘垫 层数（规格）: 波浪小垫（29.5*22.5cm）,#NAME?, 7.10 ,沥水垫条纹波浪29.5*22.5CM灰色,CJ,05,0010,CJ050010,7.95,,,
阳江市诺品工贸有限公司,硅胶厨房沥水碗架蔬果水槽滤水垫子置物干燥收纳垫隔热餐垫锅盘垫,, 14.20 ,沥水垫条纹+圆点灰色2PCS,CJ,05,0011,CJ050011,15.9,,,
宁波渡渡鸟工贸有限公司,碗碟沥水垫隔热垫可裁剪厨房洗手台面沥水碗碟水池灶台控水硅胶垫 颜色: 灰色,#NAME?, 8.00 ,沥水垫带淋浴排水口39*25CM灰色,CJ,05,0013,CJ050013,8.96,,,
深圳享动信息技术有限公司,跨境新品硅胶咖啡机垫 隔热垫防滑垫台面沥水垫 厨房餐桌垫隔热垫 颜色: 深灰色,#NAME?, 25.60 ,咖啡机垫51*71CM深灰色,CJ,05,0014,CJ050014,28.67,,,
深圳享动信息技术有限公司,跨境新品硅胶咖啡机垫 隔热垫防滑垫台面沥水垫 厨房餐桌垫隔热垫 颜色: 黑色,#NAME?, 25.60 ,咖啡机垫51*71CM黑色,CJ,05,0015,CJ050015,28.67,,,
东莞市思恩塑胶五金制品有限公司,隔热防烫垫厨房锅垫咖啡机垫工具垫三折叠便携耐高温沥水垫 颜色: 灰色,#NAME?, 22.25 ,沥水垫三折叠灰色,CJ,05,0016,CJ050016,24.92,,,
东莞市思恩塑胶五金制品有限公司,隔热防烫垫厨房锅垫咖啡机垫工具垫三折叠便携耐高温沥水垫 颜色: 黑色,#NAME?, 22.25 ,沥水垫三折叠黑色,CJ,05,0017,CJ050017,24.92,,,
山东泰美日用品有限公司,"通用硅胶咖啡垫厨房咖啡双层沥水垫多功能分离式托盘咖啡机保护垫 【货品快照】
颜色:黑色;  规格:60*40*1cm",#NAME?, 18.50 ,二合一咖啡机垫60*40*1CM黑色,CJ,05,0018,CJ050018,20.72,,,
山东泰美日用品有限公司,咖啡机垫 大尺寸通用保护垫子 硅胶防滑防震多功能餐桌隔热沥水垫 颜色: 灰色 规格: 60*40*1,#NAME?, 18.50 ,二合一咖啡机垫60*40*1CM灰色,CJ,05,0019,CJ050019,20.72,,,
宁波市海曙华宇工贸有限公司,"亚马逊爆款长条托盘便携式浴室香皂海绵垫浴室餐桌厨房收纳垫 [快照]
颜色: 灰色",#NAME?, 3.10 ,长条托盘灰色,CJ,05,0020,CJ050020,3.47,,,
宁波市海曙华宇工贸有限公司,"亚马逊爆款长条托盘便携式浴室香皂海绵垫浴室餐桌厨房收纳垫 [快照]
颜色: 黑色",#NAME?, 3.10 ,长条托盘黑色,CJ,05,0021,CJ050021,3.47,,,
广州市尼森硅胶制品有限公司,咖啡机垫 大尺寸通用保护垫子 硅胶防滑防震多功能餐桌隔热沥水垫 颜色: 灰色 规格: 60*40*1,#NAME?, 24.00 ,沥水垫60*40*1CM灰色,CJ,05,0022,CJ050022,26.88,,,
永康市东城贝利特家居用品厂,"水龙头沥水垫台面洗手台窄边水池吸水防溅水垫子卫生间硅胶沥水垫 [快照]
规格: 35*14.5米白",#NAME?, 3.00 ,长方形沥水垫35*14.5米白,CJ,05,0023,CJ050023,3.36,,,10月10日
永康市东城贝利特家居用品厂,"水龙头沥水垫台面洗手台窄边水池吸水防溅水垫子卫生间硅胶沥水垫 [快照]
规格: 45*14.5米白",#NAME?, 4.00 ,长方形沥水垫45*14.5米白,CJ,05,0024,CJ050024,4.48,,,10月10日
永康市东城贝利特家居用品厂,"水龙头沥水垫台面洗手台窄边水池吸水防溅水垫子卫生间硅胶沥水垫 [快照]
规格: 62*14.5米白",#NAME?, 5.00 ,长方形沥水垫62*14.5米白,CJ,05,0025,CJ050025,5.6,,,10月10日
永康市东城贝利特家居用品厂,"水龙头沥水垫台面洗手台窄边水池吸水防溅水垫子卫生间硅胶沥水垫 [快照]
规格: 35*14.5墨绿",#NAME?, 3.00 ,长方形沥水垫35*14.5墨绿,CJ,05,0026,CJ050026,3.36,,,10月10日
永康市东城贝利特家居用品厂,"水龙头沥水垫台面洗手台窄边水池吸水防溅水垫子卫生间硅胶沥水垫 [快照]
规格: 45*14.5墨绿",#NAME?, 4.00 ,长方形沥水垫45*14.5墨绿,CJ,05,0027,CJ050027,4.48,,,10月10日
永康市东城贝利特家居用品厂,"水龙头沥水垫台面洗手台窄边水池吸水防溅水垫子卫生间硅胶沥水垫 [快照]
规格: 62*14.5墨绿",#NAME?, 5.00 ,长方形沥水垫62*14.5墨绿,CJ,05,0028,CJ050028,5.6,,,10月10日
永康市东城贝利特家居用品厂,"水龙头沥水垫台面洗手台窄边水池吸水防溅水垫子卫生间硅胶沥水垫 [快照]
规格: 35*14.5灰色",#NAME?, 3.00 ,长方形沥水垫35*14.5灰色,CJ,05,0029,CJ050029,3.36,,,10月10日
永康市东城贝利特家居用品厂,"水龙头沥水垫台面洗手台窄边水池吸水防溅水垫子卫生间硅胶沥水垫 [快照]
规格: 45*14.5灰色",#NAME?, 4.00 ,长方形沥水垫45*14.5灰色,CJ,05,0030,CJ050030,4.48,,,10月10日
永康市东城贝利特家居用品厂,"水龙头沥水垫台面洗手台窄边水池吸水防溅水垫子卫生间硅胶沥水垫 [快照]
规格: 62*14.5灰色",#NAME?, 5.00 ,长方形沥水垫62*14.5灰色,CJ,05,0031,CJ050031,5.6,,,10月10日
阳江市阳东区振阳五金制品厂,跨境热销便携折叠餐板两用切菜板洗菜盆多功能折叠菜板沥水三合一 颜色: 三合一折叠菜板沥水篮（白色）,#NAME?, 13.90 ,三合一折叠菜板沥水篮白色,CJ,06,0001,CJ060001,15.57,,,
阳江市阳东区振阳五金制品厂,跨境热销便携折叠餐板两用切菜板洗菜盆多功能折叠菜板沥水三合一 颜色: 三合一折叠菜板沥水篮（绿色）,#NAME?, 13.90 ,三合一折叠菜板沥水篮绿色,CJ,06,0002,CJ060002,15.57,,,
义乌市秀米日用品有限公司,一体玻璃瓶油刷油瓶 家用硅胶刷烧烤刷烙饼食品级刷可调节油刷子 规格: 白色 颜色: 盒装约150ML,#NAME?, 5.20 ,烧烤油刷油瓶白色,CJ,06,0003,CJ060003,5.82,,,
东莞市萌创硅橡胶制品有限公司,新款跨境硅胶折叠菜板家居日用硅胶菜板户外旅游方便携带硅胶菜板 规格: 橙色--条纹款,#NAME?, 8.80 ,切菜板条纹款24CM橙色,CJ,06,0004,CJ060004,9.86,,,
东莞市萌创硅橡胶制品有限公司,新款跨境硅胶折叠菜板家居日用硅胶菜板户外旅游方便携带硅胶菜板 规格: 蓝色--条纹款,#NAME?, 8.80 ,切菜板条纹款24CM蓝色,CJ,06,0005,CJ060005,9.86,,,
东莞市萌创硅橡胶制品有限公司,新款跨境硅胶折叠菜板家居日用硅胶菜板户外旅游方便携带硅胶菜板 规格: 灰色--条纹款,#NAME?, 8.80 ,切菜板条纹款24CM灰色,CJ,06,0006,CJ060006,9.86,,,
徐州鼎鸿玻璃科技有限公司,喷油壶喷油瓶厨房家用喷倒两用一体玻璃油壶雾化油瓶油喷壶不挂油 容量: 新款470m绿色,#NAME?, 4.10 ,油壶470ML绿色,CJ,06,0007,CJ060007,4.59,,,
徐州鼎鸿玻璃科技有限公司,喷油壶喷油瓶厨房家用喷倒两用一体玻璃油壶雾化油瓶油喷壶不挂油 容量: 新款470m米白色,#NAME?, 4.10 ,油壶470ML米白色,CJ,06,0008,CJ060008,4.59,,,
